ngay,ma_ngoai_te,ten_ngoai_te,mua_tien_mat,mua_chuyen_khoan,ban
2/17/2020,USD,US DOLLAR,23135,23165,23305
2/17/2020,EUR,EURO,24693.11,24942.54,25821.36
2/17/2020,GBP,POUND STERLING,29844.07,30145.53,30474.72
2/17/2020,JPY,YEN,204.46,206.53,213.8
2/17/2020,AUD,AUSTRALIAN DOLLAR,15303.45,15458.03,15783.89
2/17/2020,SGD,SINGAPORE DOLLAR,16452.35,16618.54,16833.65
2/17/2020,THB,THAILAND BAHT,655.11,727.9,761.3
2/17/2020,CAD,CANADIAN DOLLAR,17204.58,17378.36,17744.71
2/17/2020,CHF,SWISS FRANC,23194.2,23428.48,23922.36
2/17/2020,HKD,HONGKONG DOLLAR,2940,2969.7,3014.16
2/17/2020,CNY,YUAN RENMINBI,3261.53,3294.47,3363.92
2/17/2020,DKK,DANISH KRONE,-,3313.1,3437.52
2/17/2020,INR,INDIAN RUPEE,-,324.77,337.51
2/17/2020,KRW,KOREAN WON,17.93,18.87,20.67
2/17/2020,KWD,KUWAITI DINAR,-,75970.64,78951.44
2/17/2020,MYR,MALAYSIAN RINGGIT,-,5550.34,5667.34
2/17/2020,NOK,NORWEGIAN KRONER,-,2462.91,2565.64
2/17/2020,RUB,RUSSIAN RUBLE,-,366.14,407.99
2/17/2020,SAR,SAUDI RIAL,-,6180.15,6422.63
2/17/2020,SEK,SWEDISH KRONA,-,2348.41,2436.6
2/18/2020,USD,US DOLLAR,23135,23165,23305
2/18/2020,EUR,EURO,24647.58,24896.55,25773.76
2/18/2020,GBP,POUND STERLING,29709.1,30009.19,30336.89
2/18/2020,JPY,YEN,204.57,206.64,213.92
2/18/2020,AUD,AUSTRALIAN DOLLAR,15223.77,15377.55,15701.72
2/18/2020,SGD,SINGAPORE DOLLAR,16433.44,16599.43,16814.29
2/18/2020,THB,THAILAND BAHT,654.69,727.43,760.82
2/18/2020,CAD,CANADIAN DOLLAR,17185.09,17358.68,17724.62
2/18/2020,CHF,SWISS FRANC,23220.21,23454.76,23949.2
2/18/2020,HKD,HONGKONG DOLLAR,2939.59,2969.28,3013.73
2/18/2020,CNY,YUAN RENMINBI,3251.78,3284.63,3353.87
2/18/2020,DKK,DANISH KRONE,-,3307.34,3431.54
2/18/2020,INR,INDIAN RUPEE,-,324.45,337.18
2/18/2020,KRW,KOREAN WON,17.85,18.79,20.58
2/18/2020,KWD,KUWAITI DINAR,-,75945.75,78925.57
2/18/2020,MYR,MALAYSIAN RINGGIT,-,5542.31,5659.15
2/18/2020,NOK,NORWEGIAN KRONER,-,2451.01,2553.24
2/18/2020,RUB,RUSSIAN RUBLE,-,364.36,406.01
2/18/2020,SAR,SAUDI RIAL,-,6180.15,6422.63
2/18/2020,SEK,SWEDISH KRONA,-,2348.48,2436.68
2/19/2020,USD,US DOLLAR,23140,23170,23310
2/19/2020,EUR,EURO,24577.76,24826.02,25700.74
2/19/2020,GBP,POUND STERLING,29749.82,30050.32,30378.46
2/19/2020,JPY,YEN,204.34,206.4,213.67
2/19/2020,AUD,AUSTRALIAN DOLLAR,15233.88,15387.76,15712.14
2/19/2020,SGD,SINGAPORE DOLLAR,16426.34,16592.26,16807.03
2/19/2020,THB,THAILAND BAHT,656.51,729.46,762.93
2/19/2020,CAD,CANADIAN DOLLAR,17187.5,17361.11,17727.09
2/19/2020,CHF,SWISS FRANC,23163.78,23397.76,23891
2/19/2020,HKD,HONGKONG DOLLAR,2939.69,2969.38,3013.84
2/19/2020,CNY,YUAN RENMINBI,3255.23,3288.11,3357.42
2/19/2020,DKK,DANISH KRONE,-,3298.53,3422.4
2/19/2020,INR,INDIAN RUPEE,-,323.93,336.64
2/19/2020,KRW,KOREAN WON,17.83,18.77,20.57
2/19/2020,KWD,KUWAITI DINAR,-,75937.22,78916.69
2/19/2020,MYR,MALAYSIAN RINGGIT,-,5538.83,5655.59
2/19/2020,NOK,NORWEGIAN KRONER,-,2442.31,2544.18
2/19/2020,RUB,RUSSIAN RUBLE,-,362.91,404.39
2/19/2020,SAR,SAUDI RIAL,-,6181.48,6424.01
2/19/2020,SEK,SWEDISH KRONA,-,2332.64,2420.23
2/20/2020,USD,US DOLLAR,23140,23170,23310
2/20/2020,EUR,EURO,24582.31,24830.62,25705.5
2/20/2020,GBP,POUND STERLING,29543.87,29842.29,30168.17
2/20/2020,JPY,YEN,201.86,203.9,211.08
2/20/2020,AUD,AUSTRALIAN DOLLAR,15108.66,15261.27,15582.99
2/20/2020,SGD,SINGAPORE DOLLAR,16316.13,16480.94,16694.27
2/20/2020,THB,THAILAND BAHT,653.99,726.66,760.01
2/20/2020,CAD,CANADIAN DOLLAR,17204.38,17378.16,17744.5
2/20/2020,CHF,SWISS FRANC,23161.43,23395.38,23888.57
2/20/2020,HKD,HONGKONG DOLLAR,2937.87,2967.55,3011.98
2/20/2020,CNY,YUAN RENMINBI,3244.79,3277.57,3346.66
2/20/2020,DKK,DANISH KRONE,-,3298.96,3422.85
2/20/2020,INR,INDIAN RUPEE,-,323.84,336.55
2/20/2020,KRW,KOREAN WON,17.69,18.62,20.4
2/20/2020,KWD,KUWAITI DINAR,-,75788.27,78761.9
2/20/2020,MYR,MALAYSIAN RINGGIT,-,5501.08,5617.04
2/20/2020,NOK,NORWEGIAN KRONER,-,2447.5,2549.59
